f0140_09,1,,286,train,26414840,26414840,312153936
f0502_09,1,,394,train,26414840,26414840,312153936
f0766_01,1,,361,train,26414840,26414840,312153936
f1246_39,1,,319,train,26414840,26414840,312153936
f1613_27,1,,106,train,26414840,26414840,312153936
f1994_21,1,,161,train,26414840,26414840,312153936
f2261_76,1,,173,train,26414840,26414840,312153936
f3183_15,1,,180,train,26414840,26414840,312153936
f3778_23,1,,167,train,26414840,26414840,312153936
f3856_34,1,,158,train,26414840,26414840,312153936
f0048_00,2,,132,train,26414840,26414840,312153936
f0585_26,2,,190,train,26414840,26414840,312153936
f0750_18,2,,400,train,26414840,26414840,312153936
f1324_40,2,,271,train,26414840,26414840,312153936
f1591_47,2,,72,train,26414840,26414840,312153936
f2048_19,2,,105,train,26414840,26414840,312153936
f2232_76,2,,132,train,26414840,26414840,312153936
f3194_31,2,,184,train,26414840,26414840,312153936
f3436_22,2,,167,train,26414840,26414840,312153936
f3856_34,2,,158,train,26414840,26414840,312153936
f0311_48,3,,315,train,26414840,26414840,312153936
f0181_31,3,,389,train,26414840,26414840,312153936
f1044_04,3,,345,train,26414840,26414840,312153936
f0857_21,3,,177,train,26414840,26414840,312153936
f1871_04,3,,160,train,26414840,26414840,312153936
f1775_42,3,,113,train,26414840,26414840,312153936
f2560_93,3,,170,train,26414840,26414840,312153936
f2355_85,3,,13,train,26414840,26414840,312153936
f3576_04,3,,24,train,26414840,26414840,312153936
f3338_15,3,,168,train,26414840,26414840,312153936
f0627_14,4,,282,train,26414840,26414840,312153936
f0235_17,4,,311,train,26414840,26414840,312153936
f1354_22,4,,337,train,26414840,26414840,312153936
f0943_40,4,,394,train,26414840,26414840,312153936
f2103_60,4,,177,train,26414840,26414840,312153936
f1807_08,4,,160,train,26414840,26414840,312153936
f3210_22,4,,170,train,26414840,26414840,312153936
f2416_80,4,,169,train,26414840,26414840,312153936
f3500_08,4,,178,train,26414840,26414840,312153936
f3816_24,4,,28,train,26414840,26414840,312153936
f0140_09,5,,286,train,26414840,26414840,312153936
f0264_18,5,,376,train,26414840,26414840,312153936
f0766_01,5,,361,train,26414840,26414840,312153936
f0973_47,5,,304,train,26414840,26414840,312153936
f1613_27,5,,106,train,26414840,26414840,312153936
f1827_17,5,,161,train,26414840,26414840,312153936
f2261_76,5,,173,train,26414840,26414840,312153936
f2518_67,5,,168,train,26414840,26414840,312153936
f3684_46,5,,182,train,26414840,26414840,312153936
f3812_06,5,,165,train,26414840,26414840,312153936
f0713_17,6,,360,train,26414840,26414840,312153936
f0469_20,6,,387,train,26414840,26414840,312153936
